CATEGORY NAME,BRAND,PLCDE,PLDESC,PLTEXT,SIZE,PRICE, VAT,    RRP,B,F,G,O,S,V
BODYCARE,YES YES YES COMPANY LTD,DY186,Water Based Intimate Lubricant,condom compatible,1 X 125ML,9.9,1,16.25,,,G,O,,V
FRUIT - DRIED,SUMA COMMODITIES,DR778,Caps - Orange,Preserved peel,3.5 KG,20.6,,,,,G,,S,V
NUTS & SEEDS,SUMA PREPACKS - ORGANIC,NU298,Brazils Fairtrade - organic,Fairly Traded,6 X 250G,17.51,,3.88,,F,G,O,,V
CRISPS & SNACKS,HOOTS,ZX355,Salt and Vinegar,,26 X 35G,9.56,,0.49,,,,,S,V
READY MEALS (FROZEN),CLIVE'S,XL041,Thai Veggie Curry,,6 X 400G,15.68,,3.49,,,G,O,S,V
OILS & FATS,COOKS & CO,GT032,Butter Flavour Rape Seed Oil,,6 X 500ML,15.95,,3.55,,,G,,,
OLIVES,CRESPO,KJ266,Pitted Mixed Cocktail Olives,,6 X 70G,3.88,,0.89,,,G,,,V
FRUIT - CANNED & JARRED,CLEARSPRING,VF189,Apple & Plum Puree-organic,,12 X 2X100G,11.61,,1.29,,,G,O,,V
JAMS & FRUIT SPREADS,ST DALFOUR,JS062,Blackcurrant Spread,,6 X 284G,9.07,,2.05,,,G,,,V
SUGARS & SYRUPS,ATKINS & POTTS,LJ193,Pomegranate Syrup,,6 X 200G,15.72,,3.5,,,G,,S,V
CHOCOLATE,DIVINE,KB363,Dubble Egg & White Bar,Beano Edition,6 X 103G,17.44,1,4.5,,F,,,,
MUESLIS & BREAKFAST CEREALS,DOVES FARM,MX171,Fibre Flakes Breakfast Cereal,,5 X 300G,12.5,,3.35,,,G,O,S,V
PATE,TARTEX,GH008,Olive Pate - og,,12 X 200G,22.41,,2.49,,,G,O,,V
HERB & FRUIT INFUSIONS,HIGHER LIVING,TE177,Digest Delight Tea - og,,6 X 15 BAGS,8.96,,1.99,,,G,O,,V
PROMOTIONAL MATERIALS,ECOLEAF,BK201,Ecoleaf A4 Poster,A4 Poster,EACH,0,,,,,,,,
HOUSEHOLD CLEANING PRODUCTS,ECOVER,HJ205,Washing Up Liquid Zero,,12 X 750ML,11.75,1,1.57,,,,,,
BABY & CHILD FOOD,ELLA'S KITCHEN,BB237,The Purple One - Multi Pack,,6 X 5 X 90G,21.95,,4.89,,,G,O,,V
CRISPS & SNACKS,BROWN BAG CRISPS,ZX266,Lightly Salted,,20 X 40G,9.38,1,0.75,,,G,,,V
HERB & FRUIT INFUSIONS,ESSENTIAL TRADING,TE258,Fennel Tea,Demeter organic,6 X 20 BAGS,5.04,,1.15,B,,G,O,,V
BODYCARE,FAITH,DY005,Loose Soap - Lavender,,18 X 100G,16.31,1,1.45,,,,,,V
SOFT DRINKS,FEVERTREE,JU387,Tonic Water,cluster pack,6 X 4X200ML,13.07,1,3.49,,,G,,S,V
PICKLES; CHUTNEYS & MUSTARDS,JOHN LUSTY,KJ407,Red Onion Marmalade,,6 X 340G,10.45,,2.35,,,G,,,V
DESSERTS,XOTIC COCONUT DESSERTS,SY134,Hint of Lemon,,12 X 125G,6.24,,0.69,,,G,,,V
SOFT DRINKS,BELVOIR,JU792,Elderflower Presse - OG,,12 X 750ML,22.05,1,2.95,,,,O,S,
MEAT FREE ALTERNATIVES (FROZEN,GOODLIFE,XL102,Nut Cutlets - Fairtrade,4 x 80g per pack,8 X 320G,15.54,,2.59,,F,,,,V
TOOTHCARE,GREEN PEOPLE COMPANY,DY014,Childrens Spearmint&AloeVera,Spearmint & Aloe Vera,12 X 50ML,23.4,1,3.5,,,,O,,V
SUGARS & SYRUPS,TERRASANA,HY754,Maple Syrup,Big Jugs,1 L,17.5,,23.29,,,G,O,,V
SUGARS & SYRUPS,TOTAL SWEET,LJ124,Total Sweet,Birch Wood based sweetener,6 X 225G,12.1,,2.69,,,G,,,V
OILS & FATS,SUMA,GT085,Olive Oil-Extra Virgin;organic,,6 X 500ML,24.07,,5.35,,,G,O,,V
BEANS & PULSES - DRIED,HODMEDOD,PU024,Fava Beans - split; dried,UK grown,12 X 500G,15.6,,1.9,,,G,,,V
TEAS,HAMPSTEAD TEA,TE070,Red Fruits Tea,,6 X 20 BAGS,9.84,,2.19,B,,G,O,,V
FAR EASTERN FOOD,SANCHI,JP669,Shoyu - organic,,6 X 150 ML,10.25,,2.25,,,,O,,
SUGARS & SYRUPS,BILLINGTONS,LJ188,Fairtrade Demerara,,10 X 500G,11.92,,1.59,,F,G,,,V
BODYCARE,WILD FERNS,DY683,Manuka Honey Body Butter,,6 X 100ML,32.82,1,9.75,,,,,,
SUGARS & SYRUPS,BIONA,LJ181,Rapadura Sugar,,6 X 500G,13.46,,2.99,,F,G,O,S,V
SNACK BARS & FLAPJACKS,LYME REGIS FOODS,KB478,Blackcurrant & Apple Bar,,24 X 25G,8.22,1,0.55,,,,,,
INCENSE,COLIBRI,NF043,Lavender Square Sachet,Anti Moth,1 X 3 PACK,2.53,1,5.9,,F,,,,V
JAMS & FRUIT SPREADS,MERIDIAN,JS077,Plum Spread - organic,,6 X 284G,11.2,,2.49,,,G,O,,V
CHOCOLATE,MONTY BOJANGLES,KB027,Hazelnut Dusted Truffles,,9 X 100G,13.5,1,2.49,,,,,S,
MUESLIS & BREAKFAST CEREALS,SUMA BULK MUESLI - ORGANIC,MX119,De Luxe Muesli - organic,,10 KG,28.59,,,,,,O,,V
HOUSEHOLD CLEANING PRODUCTS,EARTH FRIENDLY,HJ562,ECOS Lavender Laundry Liquid,50 wash,8 X 1.5 L,38.32,1,7.69,,,,,,V
MUESLIS & BREAKFAST CEREALS,NATURES PATH,MX166,Choc Munch,,4 X 332G,10.47,,3.49,,,G,O,S,
FRUIT & VEGETABLE JUICES,SUNITA,JU999,Lemon Juice - SO2,,12 X 200 ML,7.33,,0.85,,,G,,,V
SOFT DRINKS,ORGANIC COLLECTION,JU194,Lemon & Apple Refresher,,6 X 750ML,18.56,1,4.95,,,G,O,,V
SWEET SNACKS,PANDA,ZX078,All Natural 4 Bar Pack,,18 X 128G,20.55,1,1.85,,,,,,V
SWEET SNACKS,PEPPERSMITH TINGZ,ZX189,Strawberry & Vanilla,,18 X 15G,13.38,1,1.19,,,G,,,V
BODYCARE,NATRACARE,BK338,Feminine Hygiene Leaflet,,100,0,,0,,,,,,
NUTS & SEEDS,SUMA PREPACKS - ORGANIC,NU069,Peanuts - organic,Paleskins,6 X 125G,4.79,,1.05,,,G,O,,V
DRINKS (CHILLED),ALPRO,CV482,Soya Fresh - Chocolate,with calcium & vitamins,6 X 1L,7.88,,1.75,,,G,,S,V
SNACK BARS & FLAPJACKS,BEOND,KB712,Apple & Cinnamon Bar,,18 X 35G,11.16,1,0.99,,,G,O,,V
GRAINS,SUMA BAGGED DOWN - ORGANIC,QS069,Red Quinoa - organic,,1 KG,8.65,,,,,G,O,,V
CHOCOLATE,THE RAW CHOCOLATE CO,KB181,Orange,,18 X 22G,11.18,1,0.99,,,G,,,V
CHEESE SUBSTITUTES (CHILLED),VBITES,CV095,Hard Italian Style Cheezly,,6 X 190G,9.84,,2.19,,,G,,S,V
ESSENTIAL OILS,AQUA OLEUM,AR023,Rose Maroc - 5%  dilution,Rosa Centifolia - Morocco,3 X 10ML,9.63,1,5.75,,,,,,V
READY MEALS (FROZEN),SAMOSACO,XL330,Hot Punjabi Samosas,,8 X 160G,13.52,,2.25,,,,,,V
FRUIT - DRIED,SUMA PREPACKS,DR115,Sultanas - Australian,,6 X 500G,16.63,,3.69,,,G,,,V
BEANS & PULSES - CANNED,CHEF WILLIAM,VF020,Red Kidney Beans-Catering Size,,6 X 2.60KG,17.5,,3.25,,,,,,V
PASTA SAUCES & PESTOS,SUMA,KJ189,Pesto - Red; vegan,,6 X 160G,11.66,,2.59,,,G,O,,V
VEGETABLES (FROZEN),YUTAKA,XL047,Shelled Edamame Beans,Green Soya Beans,20 X 500G,28.6,,1.95,,,G,,,V
OILS & FATS,TIANA,GT068,Exquisite Omega 3 Spreadable,,12 X 150G,53.88,,5.99,,,G,O,,V
JAMS & FRUIT SPREADS,TRAIDCRAFT,GH166,Organic Strawberry Jam,,6 X 340G,11.35,,2.55,,F,G,O,S,V
HERB & FRUIT INFUSIONS,TICK TOCK,TE229,Honey; Lemon & Ginger,,4 X 40 BAGS,6.2,,2.08,,,G,O,,V
CHOCOLATE,BOOJA BOOJA,KB987,Rum Sozzled Truffle Egg,,6 X 34.5G,37.5,1,9.99,,,G,O,S,V
CRISPS & SNACKS,TYRRELLS,ZX024,Sea Salt & Black Pepper,,12 X 150G,14.63,1,1.95,,,G,,,V
INDIAN FOOD,GEO ORGANICS,VF249,Bhuna Curry Paste,,6 X 180G,9.86,,2.19,,,,O,,V
WINES,RED WINE,RS039,Hoopoe Nero d'Avola,IGT Terre Sicilliane,1 X 75CL,5.9,1,9.45,,,G,O,,V
CHOCOLATE,GREEN & BLACKS,KB908,Milk Chocolate & Whole Almonds,,15 X 100G,21.44,1,2.29,,F,G,O,S,
SUPPLEMENTS & REMEDIES,WELEDA,MD585,Calendulon Ointment,cuts; minor wounds; abrasions,6 X 25G,24.3,1,6.75,,,,,,
SAUSAGES & BURGERS (FROZEN),WICKEN FEN,XL379,Spinach Leek & Cheese Sausages,,6 X 280G,12,,2.69,,,,,,
BODYCARE,YES YES YES COMPANY LTD,DY179,Water Based Intimate Lubricant,condom compatible,1 X 75ML,5.95,1,9.99,,,G,O,,V
NUTS & SEEDS,SUMA BAGGED DOWN,NU077,Brazil - whole; medium,,1 KG,10.29,,,,,G,,,V
BODYCARE,CARISHEA,DY515,Joy - Body Balm,geranium;lemongrass;patchouli,6 X 100ML,24.9,1,7.25,,,,,,
BAKING SUNDRIES,SUMA,LJ019,Cornflour,,6 X 500G,4.9,,1.09,,,,,,V
READY MEALS (FROZEN),CLIVE'S,XL024,Mexican Chilli Pie,,6 X 250G,11.68,,2.59,,,,O,S,V
VEGETABLES,COOKS & CO,KJ090,Dried Porcini Mushrooms,,6 X 40G,17.95,,3.99,,,G,,,
OLIVES,CRESPO,KJ268,Pitted Dry Black Olives,,6 X 110G,5.56,,1.25,,,G,,,V
SUGARS & SYRUPS,ATKINS & POTTS,LJ194,Rosehip Syrup,,6 X 200G,15.72,,3.5,,,G,,S,V
FRUIT - CANNED & JARRED,CLEARSPRING,VF190,Apple & Apricot Puree-organic,,12 X 2X100G,11.61,,1.29,,,G,O,,V
JAMS & FRUIT SPREADS,ST DALFOUR,JS068,Fig Spread,,6 X 284G,9.07,,2.05,,,G,,,V
COCOA,DIVINE,TE247,Cocoa Powder,,12 X 125G,25.71,,2.85,,F,G,,,V
SNACK BARS & FLAPJACKS,DOVES FARM,KB508,Figgy Flapjack Multipack,,12 X 5 X 40G,15.5,,1.72,,F,,O,,V
BODYCARE,FAITH,DY403,Loose Soap - Neem & Propolis,,18 X 100G,16.31,1,1.45,,,,,,
HERB & FRUIT INFUSIONS,HIGHER LIVING,TE768,Evening - organic,,6 X 15 BAGS,8.96,,1.99,,,G,O,,V
HOUSEHOLD CLEANING PRODUCTS,ECOVER,HJ098,All Purpose Cleaner,,12 X 500ML,12.4,1,1.65,,,,,,V
CRISPS & SNACKS,BROWN BAG CRISPS,ZX272,Sea Salt and Malt Vinegar,,10 X 150G,12.22,1,1.95,,,G,,,V
HOUSEHOLD PRODUCTS,ECOFORCE,NF619,Recycle Peg Basket & 24 pegs,,4 X 1,6.59,1,2.59,,,,,,
BABY & CHILD FOOD,ELLA'S KITCHEN,BB238,The Green One - Multi Pack,,6 X 5 X 90G,21.95,,4.89,,,G,O,,V
HERB & FRUIT INFUSIONS,ESSENTIAL TRADING,TE259,Hibiscus Tea,,6 X 20 BAGS,5.04,,1.15,B,F,G,O,,V
BABY & CHILD FOOD,ANNABEL KARMEL,BB092,Baby Pasta Shells,Organic; from 7 months,8 X 250G,8.34,,1.39,,,,O,,V
BISCUITS CRACKERS & CRISPBREAD,LAZY DAY,BT435,Iced Fruit Cake Slice,gluten & dairy free,9 X 150G,26.42,,3.95,,,G,,S,V
DESSERTS,XOTIC COCONUT DESSERTS,SY137,Hint of Lime,,12 X 125G,6.24,,0.69,,,G,,,V
MUESLIS & BREAKFAST CEREALS,GLEBE FARM,MX039,GF Maple & Pecan Granola,,8 X 375G,19.54,,3.25,,,G,,,V
NON-DAIRY DESSERTS (FROZEN),ICE DELIGHT,XL233,Raspberry Iced Dessert,,6 X 550ML,15.1,1,3.99,,,G,,S,V
BODYCARE,GREEN PEOPLE COMPANY,DY159,Sun Lotion SPF 15,natural tan accelerator,6 X 200ML,63.18,1,18.95,,,,,,
SUGARS & SYRUPS,SHADY MAPLE FARMS,HY899,Maple Syrup - organic,,1.89L,39.3,,52.3,,,G,O,,V
SUGARS & SYRUPS,TOTAL SWEET,LJ125,Total Sweet,Birch Wood based sweetener,6 X 1KG,49.95,,9.99,,,G,,,V
OILS & FATS,SUMA,GT087,Olive Oil-Extra Virgin;organic,,5L,32.18,,42.29,,,G,O,,V
BEANS & PULSES - CANNED,HODMEDOD,VF129,Organic Vaal Dhal - British,,12 X 400G,14.89,,1.65,,,,O,S,V
SOFT DRINKS,HAMPSTEAD TEA,JU017,Raspberry Iced Tea - og,based on Darjeeling tea,8 X 330ML,7.45,,1.25,,F,G,O,S,V
FAR EASTERN FOOD,SANCHI,JP670,Tamari - organic,,6 X 150 ML,12.68,,2.79,,,G,O,,V
PATE,TARTEX,GH012,Herb & Garlic Pate - og,,12 X 200G,22.41,,2.49,,,G,O,,V
SUGARS & SYRUPS,BILLINGTONS,LJ185,Fairtrade Golden Gran Sugar,,10 X 500G,10.9,,1.5,,F,G,,,V
BODYCARE,WILD FERNS,DY685,Manuka Honey Body Lotion,,6 X 250ML,35.22,1,10.5,,,,,,
SNACK BARS & FLAPJACKS,LYME REGIS FOODS,KB860,Blackcurrant Fruit Bar - org,,24 X 20G,9.75,1,0.65,,,G,O,,V
INCENSE,COLIBRI,NF049,Lavender Hanging Sachet,Anti Moth,EACH,2,1,4.6,,F,,,,V
CHOCOLATE,MONTY BOJANGLES,KB431,Plain Dusted Truffles;Mini Box,,36 X 27G,22.32,1,1,,,,,S,
MUESLIS & BREAKFAST CEREALS,SUMA BULK MUESLI - ORGANIC,MX160,Muesli - organic,,25 KG,59.85,,,,,,O,,V
HOUSEHOLD PRODUCTS,MICHAELS ORIGINALS,NF202,Loofah Washing-Up Pad,,10 X 1,12.2,1,1.95,,,G,,,V
MUESLIS & BREAKFAST CEREALS,NATURES PATH,MX547,Crispy Rice,,4 X 284G,10.17,,3.39,,,G,O,S,V
BREADS & BREAD MIXES,BIONA,BT461,Rice Bread with Sunflower Seed,Organic and Gluten Free,6 X 500G,16.61,,3.69,,,G,O,,V
FRUIT & VEGETABLE JUICES,SUNITA,JU524,Lime juice,Potassium Metabisulphite,5L,10.69,,,,,G,,,V
SOFT DRINKS,PURDEYS,JU513,Rejuvenate,silver,12 X 325ML,14.66,1,1.95,,,G,,,V
FRUIT - DRIED,SUMA PREPACKS,DR123,Papaya - diced,,6 X 125G,5.69,,1.25,,,G,,S,V
FRUIT - DRIED,SUMA PREPACKS,DR124,Pears - SO2,,6 X 250G,11.68,,2.59,,,G,,S,V
NUTS & SEEDS,SUMA PREPACKS,NU168,Peanuts - redskin,,6 X 250G,5.96,,1.35,,,G,,,V
MILK - NON DAIRY,PROVAMEL,SY125,Soya Sweetened,Green - 1.19 Pricemarked Pack,12 X 1L,10.71,,1.19,,,G,O,,V
SNACK BARS & FLAPJACKS,BEOND,KB713,Raw Blueberry Bar,,18 X 35G,11.16,1,0.99,,,G,O,,V
GRAINS,SUMA COMMODITIES - ORGANIC,QS063,Red Quinoa - organic,,25 KG,169,,,,,G,O,,V
CHOCOLATE,THE RAW CHOCOLATE CO,KB185,Vanoffe Dark,,18 X 22G,11.18,1,0.99,,,G,,,V
BODYCARE,NATRACARE,NF059,Dry & Light Incontinence Pads,organic cotton cover,6 X 20,13.86,1,3.29,,,,,,V
READY MEALS (FROZEN),VEGIDELI,XL046,48 Piece Party Pack,,6 X 890G,38.22,,8.49,,,,,,
READY MEALS (FROZEN),SAMOSACO,XL334,Large Vegetable Samosas,,30 X 1,20.71,,0.99,,,,,,V
TOMATOES & TOMATO PRODUCTS,CHEF WILLIAM,VF061,Italian Plum Tomatoes,,6 X 2.55KG,17.49,,3.95,,,G,,,V
SALADS & SPROUTS (CHILLED),SKY SPROUTS,CV475,Org Alfalfa Sprouts,,100G,0.97,,1.29,,,G,O,,V
FRUIT - DRIED,SUMA PREPACKS,DR117,Sultanas - Turkish,,6 X 500G,11.93,,2.65,,,G,,,V
PASTA SAUCES & PESTOS,SUMA,KJ160,Organic Pesto Siciliano,Basil; almonds and lemon,12 X 190G,26.1,,2.89,,,G,O,,V
FAR EASTERN FOOD,MORI-NU,JP205,Tofu - Firm Tofu,,12 X 349G,15.21,,1.69,,,G,,,V
HERB & FRUIT INFUSIONS,TICK TOCK,TE436,Rooibos Loose Leaf - organic,,10 X 100G,11.45,,1.55,,,G,O,,V
ESSENTIAL OILS,AQUA OLEUM,AR029,Carrier oil - Sweet almond,,6 X 100ML,9.21,1,2.75,,,,,,V
FRUIT - DRIED,TRAIDCRAFT,DR249,Pineapple Fruit Pot,,16 X 120G,8.55,,0.75,,F,,,,
HERB & FRUIT INFUSIONS,TICK TOCK,TE430,Rooibos - organic,,4 X 40 BAGS,5.9,,1.95,,,G,O,,V
CRISPS & SNACKS,TYRRELLS,ZX906,Sea Salt and Black Pepper,,24 X 40G,11.83,1,0.79,,,G,,S,V
CONVENIENCE FOODS,GEO ORGANICS,VF253,Thick Vegetable Hot Pot,,6 X 400G,7.42,,1.65,,,,O,S,V
HERB & FRUIT INFUSIONS,YOGI TEA,TE346,Breath Deep - og,,6 X 17 BAGS,10.3,,2.29,,,G,O,,V
WINES,WHITE WINE,RS038,Hoopoe Pinot Grigio Catarrato,IGT Terre Sicilliane,1 X 75CL,5.9,1,9.45,,,G,O,,V
BAKING SUNDRIES,GREEN & BLACKS,KB058,Dark Cooking Chocolate-Organic,No VAT on cooking chocolate,15 X 150G,28.02,,2.49,,F,G,O,S,
SUPPLEMENTS & REMEDIES,WELEDA,MD586,Chamomilla 3X Granules,colicky pain and teething,1 X 15G,2.89,1,4.95,,,G,,S,V
CHOCOLATE,BOOJA BOOJA,KB934,Rum Sozzled Sultana Truffles,Chill During Summer Months,8 X 104G,34.96,1,6.99,,,G,O,S,V
SAUSAGES & BURGERS (FROZEN),WICKEN FEN,XL384,Mushroom & Tarragon Sausages,,6 X 280G,12,,2.69,,,,,,V
NUTS & SEEDS,SUMA COMMODITIES,NU014,Brazil - whole; medium,,20 KG,162.5,,,,,G,,,V
BODYCARE,CARISHEA,DY518,Simple - Body Balm,unfragranced,6 X 100ML,24.9,1,7.25,,,,,,
DAIRY DESSERTS (FROZEN),CREAM O' GALLOWAY,XL309,OG Caffe Latte Ice Cream,,6 X 500ML,17.31,1,4.59,,F,G,O,S,
SNACK BARS & FLAPJACKS,CLIF,KB358,chocolate,,12 X 68G,16.92,1,2.35,,,,,,V
FRUIT - CANNED & JARRED,COOKS & CO,KJ104,Whole Green Figs in Syrup,,6 X 400G,6.37,,1.45,,,G,,S,
OLIVES,CRESPO,KJ270,Pitted Green Olives in Brine,,6 X 198G,3.88,,0.89,,,G,,,V
FRUIT - CANNED & JARRED,CLEARSPRING,VF335,Apple & Strawberry Puree - org,,12 X 2X100G,11.61,,1.29,,,,O,,V
HONEY,LITTLEOVER APIARIES,HY040,Organic Wildflower Honey Clear,,4 X 340G,10.56,,3.75,,,G,O,,
JAMS & FRUIT SPREADS,ST DALFOUR,JS067,Four Fruits Spread,,6 X 284G,9.07,,2.05,,,G,,,V
CHOCOLATE,DIVINE,KB262,Luxury Dark Egg,With Dark Ginger & Orange Bar,6 X 264G,40.4,1,10,,F,,,S,V
HOUSEHOLD CLEANING PRODUCTS,ECOVER,HJ100,All Purpose Cleaner,,12 X 1L,21.05,1,2.85,,,,,,V
SNACK BARS & FLAPJACKS,DOVES FARM,KB509,Figgy Flapjack Impulse Size,,16 X 40G,5,,0.42,,F,,O,,V
HERB & FRUIT INFUSIONS,HIGHER LIVING,TE830,English Breakfast - organic,,6 X 20 BAGS,8.96,,1.99,,,G,O,,V
HOUSEHOLD PRODUCTS,ECOFORCE,NF094,Recycled Dish Brush Refill,,6 X 2 PACK,7.85,1,2.09,,,,,,
BABY & CHILD FOOD,ELLA'S KITCHEN,BB199,Baby Brekkie - Blueberry/Pear,,6 X 100G,5.89,,1.29,,,,O,,
CRISPS & SNACKS,BROWN BAG CRISPS,ZX267,Sea Salt and Vinegar,,20 X 40G,9.38,1,0.75,,,G,,S,V
NUTS & SEEDS,SUMA PREPACKS - ORGANIC,NU272,Hemp Seeds - organic,,6 X 250G,7.76,,1.72,,,G,O,,V
BODYCARE,FAITH,DY006,Loose Soap - Orange,,18 X 100G,16.31,1,1.45,,,,,,V
BISCUITS CRACKERS & CRISPBREAD,LAZY DAY,BT436,Fruit Cake Slice,gluten & dairy free,9 X 150G,26.42,,3.95,,,G,,S,V
DESSERTS,XOTIC COCONUT DESSERTS,SY138,Mango & Passionfruit,,12 X 125G,6.24,,0.69,,,G,,,V
BEANS & PULSES - DRIED,SUMA BAGGED DOWN - ORGANIC,PU118,Lentils - green; organic,,1 KG,3.09,,,,,G,O,,V
BODYCARE,GREEN PEOPLE COMPANY,DY084,Sun Lotion SPF 25 - No Scent,Water Resistant,6 X 200ML,63.18,1,18.95,,,,,,
SUGARS & SYRUPS,SHADY MAPLE FARMS,HY014,Maple Syrup - organic (Pouch),,8 X 125ML,24.72,,4.15,,,G,O,,V
SOFT DRINKS,BELVOIR,JU554,Raspberry Lemonade,,24 X 250ML,20.17,1,1.35,,,G,,S,V
HERBS & SPICES - BULK,BULK WHOLE SPICES,HE207,Tamarind,,200G,1.69,,2.25,,,G,,,V
OILS & FATS,SUMA,GT082,Sesame Oil,cold pressed,6 X 500ML,26.96,,5.99,,,G,,,V
BABY & CHILD FOOD,HOLLE,BB267,Rice Porridge,from 4 - 6 months,6 X 250G,12.03,,2.75,,,G,O,,V
DESSERTS & PUDDINGS (CHILLED),HUNTER'S PUDDINGS,CV197,Gluten-Free Choc Fudge Pudding,,250G,3.25,,4.25,,,G,,S,
FAR EASTERN FOOD,SANCHI,JP105,Miso - Genmai (Brown Rice),,6 X 345 G,16.95,,3.75,,,G,,,V
PATE,TARTEX,GH009,Roasted Onion Pink Pepper - og,,12 X 200G,22.41,,2.49,,,G,O,,V
SUGARS & SYRUPS,BILLINGTONS,LJ186,Fairtrade Light Brown Soft,,10 X 500G,11.45,,1.55,,F,G,,,V
BODYCARE,WILD FERNS,DY037,Manuka Honey Eye Cream,,6 X 30ML,29.16,1,8.7,,,,,,
SNACK BARS & FLAPJACKS,LYME REGIS FOODS,KB043,Chocolate Coated Marzipan Bar,,24 X 40G,12.92,1,0.86,,,,,,V
INCENSE,COLIBRI,NF052,Lavender Mini Sachet Strip,Anti Moth,1 X 5 SACHET,2.53,1,5.9,,F,,,,V
CHOCOLATE,MONTY BOJANGLES,KB030,Sea Salt&Butterscotch Truffles,,8 X 150G,17.72,1,3.55,,,,,S,
MUESLIS & BREAKFAST CEREALS,SUMA BULK MUESLI - ORGANIC,MX183,Muesli - organic,,3 KG,8.19,,,,,,O,,V
HOUSEHOLD PRODUCTS,NAMASTE,NF176,Recycled Iron Windchime-Small,With bells; beads. 23 x 39cms,EACH,3.74,1,5.99,,F,,,,
HOUSEHOLD CLEANING PRODUCTS,EARTH FRIENDLY,HJ016,Orange Mate Kitchen Degreaser,Concentrate,6 X 500ML,14.94,1,3.99,,,G,,,V
MUESLIS & BREAKFAST CEREALS,NATURES PATH,MX194,Maple Sunrise,,4 X 332G,10.96,,3.65,,,G,O,S,
BREADS & BREAD MIXES,BIONA,BT438,Rye Hempseed Bread,,6 X 500G,8.96,,1.99,,,,O,,V
VEGETABLES,SUNITA,KJ250,Capers - Organic,In Olive Oil,6 X 125G,14.88,,3.29,,,G,O,,V
FRUIT - DRIED,SUMA PREPACKS - ORGANIC,DR063,Apricots - organic,,6 X 250G,9.42,,2.09,,,G,O,,V
FRUIT - DRIED,SUMA BAGGED DOWN,DR209,Papaya - diced,,1 KG,5.59,,,,,G,,S,V
FRUIT - DRIED,SUMA BAGGED DOWN,DR211,Pears - SO2,,1 KG,7.35,,,,,G,,,V
NUTS & SEEDS,SUMA PREPACKS,NU170,Peanuts - roasted & salted,,6 X 250G,7.05,1,1.85,,,G,,,V
MILK - NON DAIRY,PROVAMEL,SY089,Hazelnut Drink,agave sweetened,12 X 1L,20.98,,2.35,,,G,O,,V
BODYCARE,NATRACARE,NF152,New Mother Maternity Pads,organic cotton cover,10 X 10,17.27,5,2.59,,,,,,V
SNACK BARS & FLAPJACKS,PULSIN',KB706,Vanilla Choc Chip Protein Bar,,18 X 50G,17.82,1,1.59,,,G,,,V
GRAINS,SUMA PREPACKS - ORGANIC,QS065,Red Quinoa - organic,,6 X 500G,25.64,,5.69,,,G,O,,V
CHOCOLATE,THE RAW CHOCOLATE CO,KB188,Vanoffe,,18 X 22G,11.18,1,0.99,,,G,,,V
READY MEALS (FROZEN),VBITES,XL376,Cheezly & Tomato Pizza,,6 X 160G,12.54,,2.79,,,,,S,V
READY MEALS (FROZEN),SAMOSACO,XL331,Mini Indian Selection,,8 X 180G,13.52,,2.25,,,,,,V
TABLE SAUCES,SWEET MANDARIN,KJ083,Sweet Chilli Dipping Sauce,,6 X 300G,5,,2.8,,,G,,,V
SALADS & SPROUTS (CHILLED),SKY SPROUTS,CV479,Org Alfalfa & Broccoli Sprouts,,100G,0.97,,1.29,,,G,O,,V
FRUIT - DRIED,SUMA PREPACKS - ORGANIC,DR256,Sultanas - organic,,6 X 500G,13.48,,2.99,,,G,O,,V
ESSENTIAL OILS,AQUA OLEUM,AR056,Sandalwood - 5% dilution,Santalum Album,3 X 10ML,11.64,1,6.95,,,,,,V
PASTA SAUCES & PESTOS,SUMA,KJ192,Pesto - Green; vegan,,6 X 160G,11.66,,2.59,,,G,O,,V
TEAS,CLIPPER,TE745,Green tea with Gingko,,6 X 20 BAGS,8.51,,1.89,,F,G,,,V
CHEESE SUBSTITUTES (CHILLED),TOFUTTI,CV600,Mozzarella Style Block,,12 X 200G,19.71,,2.19,,,G,,S,V
NUTS & SEEDS,TRAIDCRAFT,NU128,Roasted & Salted Peanuts,,10 X 50G,6.05,1,0.99,,F,G,,,V
HERB & FRUIT INFUSIONS,TICK TOCK,TE434,Rooibos - organic,,5 X 80 BAGS,14.37,,3.93,,,G,O,,V
CRISPS & SNACKS,TYRRELLS,ZX519,Slightly Sea Salted Popcorn,,12 X 70G,9.9,1,1.32,,,G,,,
CONVENIENCE FOODS,GEO ORGANICS,VF251,Mildly Spiced Thick Veg Stew,,6 X 400G,7.42,,1.65,,,,O,,V
WINES,RED WINE,RS186,Vina Ijalba Livor Rioja,,1 X 75CL,6.81,1,10.89,,,G,O,,V
NON-DAIRY DESSERTS (FROZEN),BOOJA BOOJA,XL409,Coconut Hullabaloo,,22 X 110ML,27.5,1,1.99,,,G,O,,V
CHOCOLATE,GREEN & BLACKS,KB796,Dark Choc Hazelnut & Currant,,15 X 100G,21.44,1,2.29,,F,G,O,S,
BABYCARE PRODUCTS,WELEDA,DY530,Calendula Cream Bath,general use,6 X 200ML,34.8,1,9.95,,,,,,
SAUSAGES & BURGERS (FROZEN),WICKEN FEN,XL380,Tomato & Garlic Sausages,,6 X 280G,12,,2.69,,,,,,V
HERB & FRUIT INFUSIONS,YOGI TEA,TE553,Bed time - og,,6 X 17 BAGS,10.3,,2.29,,,G,O,,V
